quest_id	title	eq_group	eq_zone	eq_phase	category	confidence_in_classification	finding	related_ids_not_replacements	next_step	sources	exact_title_candidates_not_replacements
8354	Chicken Clucking for a Mint	Seasonal	-1003		Ежегодный праздник	high	Hallow's End: /chicken у Innkeeper Norman 6741 для ордынского задания 8312. Найденный 8353 — альянсовый аналог; менять ID нельзя. Принадлежность празднику подтверждена; причина пустого ответа API вне события не доказана, доступность на Anniversary требует проверки в период праздника.	8312,8353	Сохранить ID. Возможна отдельная метка Season; повторно запросить API и проверить выдачу на соответствующем празднике, не удалять по одному скану.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3534 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/Holidays/quests/HallowsEnd.lua#L15	8353
8355	Incoming Gumdrop	Seasonal	-1003		Ежегодный праздник	high	Hallow's End: /train у Talvash del Kissel 6826, Gnomeregan Gumdrop для альянсового 8311. Родственный 8358 относится к другой фракции и NPC. Принадлежность празднику подтверждена; причина пустого ответа API вне события не доказана, доступность на Anniversary требует проверки в период праздника.	8311,8358	Сохранить ID. Возможна отдельная метка Season; повторно запросить API и проверить выдачу на соответствующем празднике, не удалять по одному скану.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3535 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/Holidays/quests/HallowsEnd.lua#L16	-
8358	Incoming Gumdrop	Seasonal	-1003		Ежегодный праздник	high	Hallow's End: /train у Kali Remik 11814, Darkspear Gumdrop для ордынского 8312; не замена альянсовому 8355. Принадлежность празднику подтверждена; причина пустого ответа API вне события не доказана, доступность на Anniversary требует проверки в период праздника.	8312,8355	Сохранить ID. Возможна отдельная метка Season; повторно запросить API и проверить выдачу на соответствующем празднике, не удалять по одному скану.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3538 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/Holidays/quests/HallowsEnd.lua#L19	-
8359	Flexing for Nougat	Seasonal	-1003		Ежегодный праздник	high	Hallow's End: /flex у Innkeeper Gryshka 6929 для ордынского 8312. API-совпадение 8356 — альянсовый аналог, не тот же квест. Принадлежность празднику подтверждена; причина пустого ответа API вне события не доказана, доступность на Anniversary требует проверки в период праздника.	8312,8356	Сохранить ID. Возможна отдельная метка Season; повторно запросить API и проверить выдачу на соответствующем празднике, не удалять по одному скану.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3539 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/Holidays/quests/HallowsEnd.lua#L20	8356
8376	Armaments of War	Kalimdor	1377		Пакеты/награды: причина API неизвестна	medium	Классовая награда после The Calling (8315): паладин (mask 2), NPC Geologist Larksbane (15183). Одноименные найденные ID — награды других классов, не замены. В Questie удаление указано только с Cataclysm; отсутствие ответа в TBC пока не объяснено.	8315,8316,8377,8379,8380,8381,8382	Не объединять классовые варианты. Проверить награду после 8315 нужным классом; сохранить ID.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3556 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4647 ; https://www.wowhead.com/tbc/quest=8376/armaments-of-war	8316;8377;8379;8380;8381;8382
8378	Armaments of War	Kalimdor	1377		Пакеты/награды: причина API неизвестна	medium	Классовая награда после The Calling (8315): разбойник (mask 8), NPC Geologist Larksbane (15183). Одноименные найденные ID — награды других классов, не замены. В Questie удаление указано только с Cataclysm; отсутствие ответа в TBC пока не объяснено.	8315,8316,8377,8379,8380,8381,8382	Не объединять классовые варианты. Проверить награду после 8315 нужным классом; сохранить ID.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3558 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4647 ; https://www.wowhead.com/wotlk/quest=8378/armaments-of-war	8316;8377;8379;8380;8381;8382
8389	Battle of Warsong Gulch	Battlegrounds	3277		Историческая PvP-механика	high	Старый повторный WSG turn-in за три Marks of Honor, минимальный уровень 10. В TBC-базе Questie название начинается с OLD; отдельные ID соответствуют уровневым и первичным/повторным вариантам. Questie отключает именно этот ID с TBC, поэтому совпадения имени не являются переносом ID.	8368,8426,8427,8429,8430	Кандидат на Legacy PvP. Не заменять одноименным ID и не ожидать открытия фаз.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3569 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L1350 ; https://warcraft.wiki.gg/wiki/Category%3ARemoved_in_patch_2.0.1	8368;8426;8427;8429;8430
8407	Fight for Warsong Gulch	Battlegrounds	3277		Историческая PvP-механика	high	Старый повторный WSG turn-in за три Marks of Honor, минимальный уровень 50. В TBC-базе Questie название начинается с OLD; отдельные ID соответствуют уровневым и первичным/повторным вариантам. Questie отключает именно этот ID с TBC, поэтому совпадения имени не являются переносом ID.	8372,8399,8400,8401,8402,8403	Кандидат на Legacy PvP. Не заменять одноименным ID и не ожидать открытия фаз.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3587 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L1350 ; https://warcraft.wiki.gg/wiki/Category%3ARemoved_in_patch_2.0.1	8372;8399;8400;8401;8402;8403
8409	Ruined Kegs	Seasonal	-1003		Ежегодный праздник	high	Hallow's End: продолжение Rotten Eggs 8322, после порчи бочек вернуться к Darkcaller Yanka 15197; отдельный этап, не запись Brewfest. Принадлежность празднику подтверждена; причина пустого ответа API вне события не доказана, доступность на Anniversary требует проверки в период праздника.	8322	Сохранить ID. Возможна отдельная метка Season; повторно запросить API и проверить выдачу на соответствующем празднике, не удалять по одному скану.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3589 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/Holidays/quests/HallowsEnd.lua#L23	-
8428	Battle of Warsong Gulch	Battlegrounds	3277		Историческая PvP-механика	high	Старый первичный WSG turn-in за три Marks of Honor, минимальный уровень 40. В TBC-базе Questie название начинается с OLD; отдельные ID соответствуют уровневым и первичным/повторным вариантам. Questie отключает именно этот ID с TBC, поэтому совпадения имени не являются переносом ID.	8368,8426,8427,8429,8430	Кандидат на Legacy PvP. Не заменять одноименным ID и не ожидать открытия фаз.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3608 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L1350 ; https://warcraft.wiki.gg/wiki/Category%3ARemoved_in_patch_2.0.1	8368;8426;8427;8429;8430
8431	Battle of Warsong Gulch	Battlegrounds	3277		Историческая PvP-механика	high	Старый повторный WSG turn-in за три Marks of Honor, минимальный уровень 20. В TBC-базе Questie название начинается с OLD; отдельные ID соответствуют уровневым и первичным/повторным вариантам. Questie отключает именно этот ID с TBC, поэтому совпадения имени не являются переносом ID.	8368,8426,8427,8429,8430	Кандидат на Legacy PvP. Не заменять одноименным ID и не ожидать открытия фаз.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3611 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L1350 ; https://warcraft.wiki.gg/wiki/Category%3ARemoved_in_patch_2.0.1	8368;8426;8427;8429;8430
8432	Battle of Warsong Gulch	Battlegrounds	3277		Историческая PvP-механика	high	Старый повторный WSG turn-in за три Marks of Honor, минимальный уровень 30. В TBC-базе Questie название начинается с OLD; отдельные ID соответствуют уровневым и первичным/повторным вариантам. Questie отключает именно этот ID с TBC, поэтому совпадения имени не являются переносом ID.	8368,8426,8427,8429,8430	Кандидат на Legacy PvP. Не заменять одноименным ID и не ожидать открытия фаз.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3612 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L1350 ; https://warcraft.wiki.gg/wiki/Category%3ARemoved_in_patch_2.0.1	8368;8426;8427;8429;8430
8433	Battle of Warsong Gulch	Battlegrounds	3277		Историческая PvP-механика	high	Старый повторный WSG turn-in за три Marks of Honor, минимальный уровень 40. В TBC-базе Questie название начинается с OLD; отдельные ID соответствуют уровневым и первичным/повторным вариантам. Questie отключает именно этот ID с TBC, поэтому совпадения имени не являются переносом ID.	8368,8426,8427,8429,8430	Кандидат на Legacy PvP. Не заменять одноименным ID и не ожидать открытия фаз.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3613 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L1350 ; https://warcraft.wiki.gg/wiki/Category%3ARemoved_in_patch_2.0.1	8368;8426;8427;8429;8430
8434	Battle of Warsong Gulch	Battlegrounds	3277		Историческая PvP-механика	high	Старый повторный WSG turn-in за три Marks of Honor, минимальный уровень 50. В TBC-базе Questie название начинается с OLD; отдельные ID соответствуют уровневым и первичным/повторным вариантам. Questie отключает именно этот ID с TBC, поэтому совпадения имени не являются переносом ID.	8368,8426,8427,8429,8430	Кандидат на Legacy PvP. Не заменять одноименным ID и не ожидать открытия фаз.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3614 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L1350 ; https://warcraft.wiki.gg/wiki/Category%3ARemoved_in_patch_2.0.1	8368;8426;8427;8429;8430
8435	Battle of Warsong Gulch	Battlegrounds	3277		Историческая PvP-механика	high	Старый повторный WSG turn-in за три Marks of Honor, минимальный уровень 60. В TBC-базе Questie название начинается с OLD; отдельные ID соответствуют уровневым и первичным/повторным вариантам. Questie отключает именно этот ID с TBC, поэтому совпадения имени не являются переносом ID.	8368,8426,8427,8429,8430	Кандидат на Legacy PvP. Не заменять одноименным ID и не ожидать открытия фаз.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3615 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L1350 ; https://warcraft.wiki.gg/wiki/Category%3ARemoved_in_patch_2.0.1	8368;8426;8427;8429;8430
8447	Waking Legends	Miscellaneous	-1		Остальные: причина API неизвестна	medium	Сценка очищения Nightmare Engulfed Object у Keeper Remulos после 8446, награда Malfurion's Signet Ring. Questie считает удаленным только с Cataclysm, а не TBC. Причина отсутствия названия в текущем скане не доказана.	8446	Проверить сдачу Shrouded in Nightmare (8446) и появление продолжения у Keeper Remulos; не ставить Removed.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3625 ; https://www.wowhead.com/tbc/quest=8447/waking-legends ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4672	-
8493	The Alliance Needs More Copper Bars!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8492	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3659 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8495	The Alliance Needs More Iron Bars!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8494	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3661 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8500	The Alliance Needs More Thorium Bars!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8499	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3666 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8504	The Alliance Needs More Stranglekelp!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8503	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3670 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8506	The Alliance Needs More Purple Lotus!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8505	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3672 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8510	The Alliance Needs More Arthas' Tears!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8509	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3676 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8512	The Alliance Needs More Light Leather!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8511	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3678 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8514	The Alliance Needs More Medium Leather!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8513	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3680 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8516	The Alliance Needs More Thick Leather!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8515	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3682 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8518	The Alliance Needs More Linen Bandages!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8517	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3684 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8521	The Alliance Needs More Silk Bandages!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8520	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3687 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8523	The Alliance Needs More Runecloth Bandages!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8522	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3689 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8525	The Alliance Needs More Rainbow Fin Albacore!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8524	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3691 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8527	The Alliance Needs More Roast Raptor!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8526	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3693 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8529	The Alliance Needs More Spotted Yellowtail!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8528	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3695 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8533	The Horde Needs More Copper Bars!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8532	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3698 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8543	The Horde Needs More Tin Bars!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8542	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3708 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8546	The Horde Needs More Mithril Bars!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8545	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3711 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8550	The Horde Needs More Peacebloom!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8549	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3715 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
8581	The Horde Needs More Firebloom!	Miscellaneous	-365		Завершившееся открытие AQ	high	Повторная сдача ресурсов для события открытия Ahn'Qiraj. Questie включает именно этот ID в AQWarEffortQuests и выключает с TBC. Это прошедший War Effort Vanilla, а не будущая фаза TBC и не переехавший ID.	8580	Кандидат на пометку завершенного исторического события; сохранить ID/историю, не назначать TBC Phase 4/5.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L3745 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L924 ; https://worldofwarcraft.blizzard.com/en-us/news/24213950	-
